,tweet,likes,state,candidate,retweet_count
976,"My husband and I love to take rides in the evening to go look at all the #Biden signs in the area… Much like going out to see the Christmas lights.

#TurnOhioBlue https://t.co/mBdVydphs3",,Ohio,,383.0
977,#VoteYourHeartForBiden bet your ass I voted for #JoeBiden https://t.co/8Eeqkar8yS,,Ohio,,233.0
978,"In last night’s town hall, #JoeBiden stood up for the rights of #LGBTQ Americans, and made a powerful statement against the epidemic of violence targeting #trans women of color. It's one of the many reasons I am #TeamJoe . #BidenCalm #BidenHarris2020 #FridayFeeling https://t.co/k6W9327gF8",,Ohio,,180.0
979,#PURPLEPOWER #stimulus #STIMULUSPACKAGE #StimulusNow #NancyPelosi #MNUCHIN #MitchMcConnell #JoeBiden #HarrisBiden #DonaldTrump @realDonaldTrump @SpeakerPelosi @stevenmnuchin1 @senatemajldr @LALATE #LALATE https://t.co/otejzK0bHL,,Ohio,,114.0
980,"Just a quick update on these numbers now:
#Biden: 74,811,378
#Trump: 70, 554,537
Total Registered Voters (US): 153,066,000
Voter turnout: 95%
Average voter turnout (since 1778): 68.1%

Obama (Highest pop vote): 69,498,516
Biden Margin: +8% above Obama.

Statistically IMPOSSIBLE.",,Oklahoma,,34.0
981,"#JoeBiden, &amp; now #KamalaHarris with her husband's ties to the #CCP, both come with Made In China barcodes across their entire future administrations.

The #DemocratParty wants America groveling on their knees to China. 

#VoteTrump2020
🌊🚢加油 https://t.co/e2dpz7d1Gl",,Oklahoma,,32.0
982,"We can #ReverseTrump (or at least some of the damage he's done) if we #vote for Biden. 

""I’m running as a proud Democrat, but I will govern as an American president."" 

Isn't it time we had an American president again.

#ONEV1 #JoeBiden
https://t.co/zfTvz3gnA2",,Oklahoma,,24.0
983,Jeez. @ggreenwald's article on Joe and Hunter #Biden that was censored by @theintercept  https://t.co/t7hzpReinl,,Oklahoma,,15.0
984,"Oklahoma TURNED OUT! #Trump with a 454,619 lead over #Biden. 

Ouch.",,Oklahoma,,12.0
985,"@lesleyabravanel @realDonaldTrump Trump's college newspaper at U of #Pennsylvania endorsed @JoeBiden

""We feel that as the student paper at President Trump's alma mater we have a unique perspective, especially given how frequently President Trump touts his Wharton education.""
#Vote #Biden 
https://t.co/OyHBEydmJA",,Oregon,,359.0
986,I made my living as an executive recruiter for 30 years. Trump wouldn't have made it past an initial screen for any job in the private sector. #Vote #Biden #Election2020 https://t.co/DyygQDfTtv,,Oregon,,311.0
987,"Founders of @ProjectLincoln make their closing argument in an op-ed in @USATODAY: 

""What does a Joe Biden victory this week mean? First, it means a return to competence facing the two biggest challenges of our moment: COVID and the economy.""
#Vote #Biden 
https://t.co/iSY06tq0Ds",,Oregon,,122.0
988,"@joncoopertweets Joe Biden supports granting statehood to both Puerto Rico and DC. Pass it on. #Vote #Biden 
https://t.co/f4vHVYEiBK",,Oregon,,116.0
989,"10/ Despite Murdoch's efforts to interfere in our elections and destabilize democracy by disseminating #disinformation, he predicts a landslide victory for @JoeBiden. 

Prove him right. #VOTE #Biden 
https://t.co/WJi40FRLWA",,Oregon,,112.0
990,"BREAKING NEWS: Joe Biden has been elected the 46th President of the United States.  Biden's birth state of Pennsylvania is predicted to put him over the needed 270 electoral votes. 

Latest numbers: https://t.co/7shCkaHYIT

#election2020 #vote #joebiden #pennsylvania #president https://t.co/F1g7fIm4hK",,Pennsylvania,,683.0
991,"MORNING COUNTS: We called it a Red Mirage because we knew the lack of mail-in ballot counts would make Election Day skew to the Right. Now votes are getting counted &amp; Pennsylvania, Michigan &amp; Wisconsin, are coming into focus. #Biden will keep pulling ahead today. #CountEveryVote",,Pennsylvania,,304.0
992,CNN JUST PROJECTED JOE BIDEN AS THE NEXT PRESIDENT OF THE UNITED STATES! #Biden #Election2020 #Election2020results,,Pennsylvania,,259.0
993,"#JoeBiden is projected to win #Pennsylvania by more than 100,000 votes. More than 7M ballots were cast in the state.",,Pennsylvania,,253.0
994,"“Like” if you already voted.

“Retweet” if you voted for our next president, #JoeBiden.

“Comment” if you’ll #Vote today and share you #PlanToVote",,Pennsylvania,,235.0
995,"#Biden said, ""we've created the largest voter fraud network in history."" He was telling the truth. #ElectionFraud #Election2020 #TrumpWon",,Puerto Rico,,32.0
996,"#Biden le dice a los ingenuos lo que quieren escuchar. Es un manipulador. A los boricuas en #Florida les dice que adelantará la estadidad, pero a los populares les da a entender que no lo hará. Es un demagogo y embustero.

#Election2020",,Puerto Rico,,18.0
997,"“Your patience is commendable,” Biden says. “We believe we’re on track to win this election.” — @JoeBiden #Election2020 #ElectionNight #Elections2020 #JoeBiden ✊🏽🌈 https://t.co/GjfkRqTTtW",,Puerto Rico,,12.0
998,"#Trump le preguntó a #Biden ""quién construyó las jaulas"", en referencia a los espacios en los que la administración #Obama colocaba a los niños que entraban ilegalmente a #EEUU. La prensa demócrata y Biden se lo achacan falsamente a Trump. Biden no respondió.",,Puerto Rico,,10.0
999,"The numbers in #Pennsylvania are clear &amp; there is no way #Trump can numerically overcome #Biden's nearly 20,000 vote advantage. News outlets should call the state now. Every hour that passes where they do not brings the nation into greater danger.",,Puerto Rico,,5.0
1000,"Too much noise coming out of the Trump campaign &amp; GOP mouthpieces that they expect to get “crushed” on Nov. 3rd. 

Is this an effort to get Dems to not bother voting? 

Don’t trust polls or get lulled into complacency. 

Get everyone you know to vote for #JoeBiden

Pls RT / Thx",,Rhode Island,,349.0
1001,"Trump tax hikes will hit this year - after the election - for low and middle income Americans. This was hidden in his 2017 tax cut bill. 
Don't worry, big biz and gazillionaires, your #Trump cuts won't be touched...unless Biden wins on Tuesday.

#Biden",,Rhode Island,,105.0
1002,#Biden #Biden2020 https://t.co/eLqM3tXLiL,,Rhode Island,,68.0
1003,#TrumpMeltdown #Biden https://t.co/ZfNRVxRwmH,,Rhode Island,,38.0
1004,"#Trump #TrumpCollapse #TrumpTrain2020 #TrumpLandside2020 #Biden #Biden2020 #BidenHarris2020  #Trexit #DemVote1
Pls RT https://t.co/vG1jYTHUBs",,Rhode Island,,33.0
1005,"It's ridiculous how they are trying to help #Biden however, we can't let this die!  They might think they're censoring, but as long as we keep sharing, someone will go investigate #BidenEmails , and it might change their mind about #BidenHarris2020 !! There's Still work to do! https://t.co/HZhxRmQrsx",,South Carolina,,198.0
1006,"So now Biden is lying saying he's not going to shut down the country if scientists recommend, instead he's going to ""shut down the virus""🤔🤦🏾‍♀️🤣why does this man lie so much with a straight face!! He's continuously backpedaling statements!  
#Debate2020 #debate #LyingBiden 
#Biden",,South Carolina,,147.0
1007,"A #Muslim decapitated a teacher in Paris on Fri, in broad daylight, for showing his class pics of Mohammed published in the satirical magazine #CharlieHebdo!

If #Biden wins, he will end travel bans from extremist countries &amp; THIS will come to #America, once again!

#MAGA #KAG",,South Carolina,,120.0
1008,"#Trump was on his way to win re-election on Nov. 3rd, when 6 #BattlegroundStates that would've put him over the top, suddenly stopped counting, then ""found"" new ballots over a few days, almost ALL in favor of #Biden!

This wasn't an #election, it was a coup!

#SHAM #ElectionFraud",,South Carolina,,81.0
1009,"#biden to himself ""I can't believe those foolish Black people, fell for my con game.""
#vote #ElectionResults2020 #Tangibles2020 https://t.co/KfI3f3Fdtg",,South Carolina,,78.0
1010,Giving away ONE dollar if donald #trump wins and ONE dollar if joe #biden wins. Like + Retweet + Follow to enter. #election,,South Dakota,,3.0
1011,"When #JoeBiden is president, he will be president for everyone.

trump only cares about red states -- many of who receive more in fed dollars than they pay out.  His denial of CA request is political discrimination.

https://t.co/4jTisH2rHy",,South Dakota,,2.0
1012,"I’m a Democrat. I welcome Republicans Miles Taylor, @ProjectLincoln and @RVAT2020 who are working to help elect #JoeBiden. I’m not worried about what they are going to do after the election even if that means they go back to being Rs. 

I thank them.",,South Dakota,,2.0
1013,"YES to all of it! 🌊💙🗳️🇺🇸‼️
#VoteBidenHarris2020 #VoteLikeYourLifeDependsOnIt #VoteBlue #VoteBlueToSaveAmerica #VoteBlueDownBallot #BidenHarris2020 #Biden #BidenHarris #Biden2020 #Harris #KamalaHarris #BidenHarrisToSaveAmerica #DumpTrump #DumpTrump2020 https://t.co/tW2f6D9vff",,South Dakota,,2.0
1014,"When #JoeBiden wins this election, who are some of the first people you are going to thank?  

Me:
*James Clyburn/South Carolina
*Young people
*POC 
*Women (esp Black women)
*Resisters
*Republicans &amp; Indies against trump
*Early Voters",,South Dakota,,2.0
1015,President @realDonaldTrump holds three rallies a day while #Biden gets winded going out for an ice cream cone.,,Tennessee,,1215.0
1016,"Dixville Notch, NH just announced their returns:

@JoeBiden 5
@realDonaldTrump 0

LFG!

#JoeBiden https://t.co/7QSrKLkoku",,Tennessee,,345.0
1017,I won! I am Tennessee State Representative Torrey Harris with 78% of the votes! #Memphis #Elections #Democrat #JoeBiden #BlackLivesMatter #iMadeHistory4TimesTonight https://t.co/S55EP1whvB,,Tennessee,,204.0
1018,"Over the past few days #Biden has called Trump supporters ugly chumps. He fantasized about assaulting @realDonaldTrump &amp; mocked his hairstyle. Biden's demeanor has been disturbing - late entrances, slurred speech, yelling. And yet, this was the best the Democrats could offer.",,Tennessee,,192.0
1019,"🚨 BREAKING @JoeBiden will announce the nation's new Coronavirus Taskforce later today sources say.

It is clear, he is wasting no time doing the job of president. #46 #JoeBiden https://t.co/SMBao9Rlg3",,Tennessee,,121.0
1020,"""My country matters to me...this isn’t leadership. This is a failed moment and the country needs to do better...@joebiden is the guy right now for me""

@ProjectLincoln Sr. Advisor @MichaelSteele endorses #Biden

#LincolnVoter #AmericaOrTrump https://t.co/VALDmsYgrx",,Texas,,1506.0
1021,"The #TonyBobulinski interview is the end of the #JoeBiden candidacy.  And to think, all Bobulinski wanted was a retraction from #AdamSchiff.  Schiff wasn't smart enough to do that.  Get out and vote, people.  We do NOT need Joe Biden corruption in the White House!",,Texas,,1346.0
1022,"Audio of #JoeBiden’s lawyer telling #TonyBobulinski not to go public this week or it would “bury” the Bidens.  

Tony demanded the Bidens and Democratic Senators retract their statements that he was part of Russian dis-information.

They said no. 

As seen on Tucker tonight. https://t.co/N5rAmcUSss",,Texas,,720.0
1023,"9.8 million Americans are employed in the oil industry.  #JoeBiden admitted he's planning on killing all of those jobs tonight.  He was cornered and showed who he really is.  #Debates2020 #debates #PresidentTrump
@realDonaldTrump",,Texas,,706.0
1024,"#FactCheck -- Yes, #JoeBiden has pledged to raise taxes on 82% of Americans.  He said he would repeal the Trump tax cuts.  AT LEAST 82% of Americans got that break!  Biden can say he'll only raise taxes on those over 400k per year now.. but that's not what he said before, period. https://t.co/R0T8Q9rsLU",,Texas,,558.0
1025,"@MeidasTouch I’m voting for #JoeBiden because he wrote and passed the Violence Against Women Act, enormously important assistance in the fight against domestic and sexual violence. Signed, an #EspeciallyFemale lawyer who is angry the @SenateGOP refuses to reauthorize VAWA #TrumpHatesWomen 🌊",,Utah,,236.0
1026,"Congratulations @JoeBiden 
#JoeBiden #PresidentElect https://t.co/2o8XUFuhBo",,Utah,,39.0
1027,"Hey Americans....
Now you are having your own lalu yadav in the name of #JoeBiden
Congratulations for joining club of

Pole rigging
Booth capturing

These are part of Indian history now.

Please contact @narendramodi for #EVMs for neutral votes.

Save your 🐃 's fodder.

Bye https://t.co/iayTgqzDpJ",,Utah,,24.0
1028,#MyNameIs Sandra. My name means protector of mankind. The strength of powerful women run through my veins.  Women who taught me to never back down when you see injustices.  #Biden/Harris  #IWillVote #Utpol,,Utah,,7.0
1029,"@davidmweissman I voted 3rd Party in 2016, just received my ballot and will be voting for #Biden in #Utah 👍🇺🇸💯",,Utah,,5.0
1030,"US elections update: A narrower lead for #JoeBiden

https://t.co/w3fLJixCb2",,Vermont,,3.0
1031,"Good for #Biden: under #Trump, the poorest Americans got whatever few dregs that were left by our ""betters"" - Biden knows we hurt and I believe he cares enough to affect change.",,Vermont,,2.0
1032,"#JoeBiden raised a record $383 million for his campaign in September

Biden 1, Trump 0

https://t.co/C2VOVnqFl7 https://t.co/mqOisTGg0o",,Vermont,,2.0
1033,"#DonaldTrump will never have the love, respect &amp; admiration of #BarackObama or #JoeBiden. History will record the #TrumpCrimeFamily as liars, grifters &amp; crooks. #flotus a a money grubbing pre nup NDA selfish crass arm candy &amp; his children as vile, corrupt &amp; utterly stupid.",,Vermont,,2.0
1034,"What is #Russia's #JoeBiden calculus?

https://t.co/pAUUQhUtS8",,Vermont,,2.0
1035,I’m watching this speech and I see America. All of its diversity and beauty.  What a good night. So proud to see my whole country represented finally.  #Biden,,Virginia,,274.0
1036,"#BrexitReality 

In 2015, #Biden addressed the EuropeanParliament, saying he believed in the #EU “where all member states benefit by negotiating trade agreements &amp;fighting environmental degradation with a unified voice; a Europe that is whole, that is free, and is at peace”",,Virginia,,201.0
1037,"@realDonaldTrump  #JoeBiden Will Be The BIGGEST National Security Treat In American History. 

The Democrats Talk Of What Russia Might Have On #Trump WE KNOW RUSSIA,CHINA,UKRAINE &amp; OTHERS Have Pictures Of #HunterBiden Smoking Crack &amp; #HunterBidenEmails OF GOD KNOWS WHAT! https://t.co/THv4mU3eQM",,Virginia,,171.0
1038,"As you watch the debate tonight, don’t get distracted.  Don’t get distracted by accusations or insults or crosstalk or charges and counter-charges.  That is not what this election is about.  This election isn’t even about policy disagreements.  #DebateNight #JoeBiden https://t.co/QLfVo0RMpl",,Virginia,,167.0
1039,"As you watch the debate in minutes, don’t get distracted. Don’t get distracted by accusations or insults or crosstalk or charges and counter-charges. That is not what this election is about. This election isn’t even about policy disagreements. #DebateNight #JoeBiden #Debates2020 https://t.co/JmNY7xAe7Z",,Virginia,,150.0
1040,#BIDEN 🧢🇺🇸❤️👇 https://t.co/NNROl0WrQz,,Washington,,44.0
1041,Tony #Bobulinski is the first #Biden insider to speak out and confirm he saw first hand the sale of US policy though Hunter. Wow,,Washington,,23.0
1042,💀🤣💀 #JoeBiden https://t.co/4yIQNII4G2,,Washington,,23.0
1043,"“I would invest in rapid testing” - Joe Biden, 10/22 debate #FFCE, #Biden",,Washington,,21.0
1044,Learn about how the 2020 election is rigged and how the drama is contrived by the numbers:  https://t.co/OPRWAwG7SR #GENGematria #Gematria #Biden #Trump,,Washington,,19.0
